# time totalContactTime
716.6000 23119.0000
717.6000 23138.6000
718.6000 23159.1000
719.6000 23180.9000
720.6000 23202.3000
721.6000 23224.9000
722.6000 23249.2000
723.6000 23273.6000
724.6000 23300.5000
725.6000 23327.7000
726.6000 23355.7000
727.6000 23384.0000
728.6000 23411.7000
729.6000 23439.9000
730.6000 23466.6000
731.6000 23492.0000
732.6000 23518.0000
733.6000 23543.4000
734.6000 23568.6000
735.6000 23593.8000
736.6000 23618.1000
737.6000 23639.4000
738.6000 23660.0000
739.6000 23680.1000
740.6000 23699.7000
741.6000 23719.2000
742.6000 23740.2000
743.6000 23761.3000
744.6000 23784.1000
745.6000 23808.4000
746.6000 23834.4000
747.6000 23861.9000
748.6000 23888.9000
749.6000 23916.0000
750.6000 23945.2000
751.6000 23975.2000
752.6000 24006.4000
753.6000 24038.2000
754.6000 24069.3000
755.6000 24100.3000
756.6000 24129.3000
757.6000 24159.3000
758.6000 24189.8000
759.6000 24219.2000
760.6000 24246.4000
761.6000 24274.8000
762.6000 24302.4000
763.6000 24329.8000
764.6000 24359.3000
765.6000 24388.3000
766.6000 24418.1000
767.6000 24452.4000
768.6000 24487.8000
769.6000 24523.4000
770.6000 24556.7000
771.6000 24591.4000
772.6000 24627.1000
773.6000 24663.8000
774.6000 24702.6000
775.6000 24738.9000
776.6000 24774.3000
777.6000 24810.9000
778.6000 24849.1000
779.6000 24888.8000
780.6000 24929.3000
781.6000 24965.7000
782.6000 24999.3000
783.6000 25030.3000
784.6000 25061.3000
785.6000 25093.8000
786.6000 25125.0000
787.6000 25153.5000
788.6000 25179.8000
789.6000 25204.7000
790.6000 25230.6000
791.6000 25256.2000
792.6000 25281.0000
793.6000 25306.4000
794.6000 25333.3000
795.6000 25362.1000
796.6000 25391.3000
797.6000 25420.9000
798.6000 25450.1000
799.6000 25479.6000
800.6000 25509.4000
801.6000 25537.8000
802.6000 25567.1000
803.6000 25596.5000
804.6000 25627.2000
805.6000 25658.0000
806.6000 25689.3000
807.6000 25721.4000
808.6000 25755.9000
